movie_name,year,duration,imdb_rating,vote_count,metascore,storyline,url
Peter Rabbit,2018,1h 35m,6.6,53K,51,"A rabbit sneaks into a garden to steal food, and they get a new challenge with a new owner.",https://www.imdb.com/title/tt5117670/
The Bank Job,2008,1h 51m,7.2,197K,69,Martine offers Terry a lead on a foolproof bank hit on London's Baker Street. She targets a roomful of safe deposit boxes worth millions in cash and jewelry along with a treasure trove of dirty secrets.,https://www.imdb.com/title/tt0200465/
House of Wax,2005,1h 53m,5.5,145K,41,A group of teens are unwittingly stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,https://www.imdb.com/title/tt0397065/
Larry Crowne,2011,1h 38m,6.1,77K,41,"After losing his job, a middle-aged man reinvents himself by going back to college.",https://www.imdb.com/title/tt1583420/
Fear Street: Part Two - 1978,2021,1h 49m,6.7,90K,61,"Shadyside, 1978. School's out for summer and the activities at Camp Nightwing are about to begin. But when another Shadysider is possessed with the urge to kill, the fun in the sun becomes a gruesome fight for survival.",https://www.imdb.com/title/tt9701940/
The One I Love,2014,1h 31m,7.0,47K,66,"A troubled couple vacate to a beautiful getaway, but bizarre circumstances further complicate their situation.",https://www.imdb.com/title/tt2756032/
We Bought a Zoo,2011,2h 4m,7.0,160K,58,"Set in Southern California, a father moves his young family to the countryside to renovate and re-open a struggling zoo.",https://www.imdb.com/title/tt1389137/
Suspiria,1977,1h 32m,7.3,116K,79,An American newcomer to a prestigious German ballet academy comes to realize that the school is a front for something sinister amid a series of grisly murders.,https://www.imdb.com/title/tt0076786/
Onward,2020,1h 42m,7.4,186K,61,"Teenage elf brothers Ian and Barley embark on a magical quest to spend one more day with their late father. Like any good adventure, their journey is filled with cryptic maps, impossible obstacles and unimaginable discoveries.",https://www.imdb.com/title/tt7146812/
Romy and Michele's High School Reunion,1997,1h 32m,6.4,58K,60,"Two dim-witted, inseparable friends hit the road for their ten-year high school reunion and concoct an elaborate lie about their lives in order to impress their classmates.",https://www.imdb.com/title/tt0120032/
Honey Bunch,2025,1h 53m,5.8,1.6K,71,"When Diana wakes from a coma with memory loss, she and her husband seek experimental treatments at a remote facility. As the procedures intensify, their marriage is put to the test and Diana begins to question her husband's true motives.",https://www.imdb.com/title/tt33270103/
Sundays,2025,1h 55m,7.4,3.8K,N/A,"A young woman named Ainara faces personal crossroads while exploring career possibilities, much to her family's concern.",https://www.imdb.com/title/tt35513027/
Twisted,2026,1h 33m,4.5,1.2K,N/A,Follows two millennials who flip NY apartments they don't own to new buyers who don't know they are being scammed. The con works brilliantly until they run into an apartment owner with a dark secret who flips the game on them.,https://www.imdb.com/title/tt14201728/
The Birds,1963,1h 59m,7.6,220K,90,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,https://www.imdb.com/title/tt0056869/
The Nun,2018,1h 36m,5.4,195K,46,A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,https://www.imdb.com/title/tt5814060/
Identity Thief,2013,1h 51m,5.7,149K,35,Mild mannered businessman Sandy Patterson travels from Denver to Florida to confront the deceptively harmless looking woman who has been living it up after stealing Sandy's identity.,https://www.imdb.com/title/tt2024432/
Rambo,2008,1h 32m,7.0,256K,46,"In Thailand, John Rambo joins a group of mercenaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.",https://www.imdb.com/title/tt0462499/
Better Off Dead,1985,1h 37m,7.1,54K,51,"After his girlfriend dumps him for a boorish ski jock, a depressed high-school student begins to ineptly attempt suicide, which brings him nothing but embarrassment. A French exchange student starts to change his outlook on life.",https://www.imdb.com/title/tt0088794/
Bully,2001,1h 48m,6.9,43K,45,"A pack of naïve teenagers conspire to murder a mutual friend, whose aggressive demeanour has proven too much.",https://www.imdb.com/title/tt0242193/
Killer Whale,2026,1h 29m,4.0,4.4K,N/A,Follows best friends Maddie and Trish as they find themselves trapped in a remote lagoon with the dangerous killer whale named Ceto.,https://www.imdb.com/title/tt33479805/
Straw Dogs,2011,1h 50m,5.8,38K,45,"Los Angeles screenwriter David Sumner relocates with his wife to her hometown in the deep South. There, while tensions build between them, a brewing conflict with locals becomes a threat to them both.",https://www.imdb.com/title/tt0999913/
Wolf Man,2025,1h 43m,5.6,43K,50,"A family at a remote farmhouse is attacked by an unseen animal, but as the night stretches on, the father begins to transform into something unrecognizable.",https://www.imdb.com/title/tt4216984/
The Outpost,2019,2h 3m,6.9,48K,71,A small team of U.S. soldiers battles against hundreds of Taliban fighters in Afghanistan.,https://www.imdb.com/title/tt3833480/
Fantasy Island,2020,1h 49m,4.9,64K,22,"When the owner and operator of a luxurious island invites a collection of guests to live out their most elaborate fantasies in relative seclusion, chaos quickly descends.",https://www.imdb.com/title/tt0983946/
"13 Days, 13 Nights",2025,1h 52m,6.7,2.2K,N/A,"Afghan troops guard French embassy during Taliban takeover of Kabul. Tasked with evacuating 500 people to airport amid chaos, facing grave risks as they attempt desperate escape from falling city.",https://www.imdb.com/title/tt28291010/
Take Shelter,2011,2h,7.3,115K,85,Frightening visions convince an Ohio man that disaster looms on the horizon.,https://www.imdb.com/title/tt1675192/
All That Jazz,1979,2h 3m,7.8,40K,72,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.",https://www.imdb.com/title/tt0078754/
The Courier,2020,1h 52m,7.2,81K,65,Businessman Greville Wynne is asked by a Russian source to try to help put an end to the Cuban Missile Crisis.,https://www.imdb.com/title/tt8368512/
Adventures in Babysitting,1987,1h 42m,6.9,54K,45,A babysitter must battle her way through the big city after being stranded there with the kids she's looking after.,https://www.imdb.com/title/tt0092513/
Wuthering Heights,1992,1h 45m,6.6,16K,N/A,A man becomes obsessed with vengeance when his soul mate marries another man.,https://www.imdb.com/title/tt0104181/
Invitation to a Murder,2023,1h 32m,5.2,7.9K,N/A,"1934. Miranda Green and five other strangers, are invited to the remote island mansion of billionaire Lewis Findley. As the weekend progresses the clues about why they have been invited begin to unfold along with a sinister mystery.",https://www.imdb.com/title/tt11773810/
100 Nights of Hero,2025,1h 31m,5.9,1.4K,64,"When a charming house guest arrives at a remote castle, the delicate dynamic between a neglectful husband, his innocent bride Cherry, and their devoted maid Hero, is thrown into chaos.",https://www.imdb.com/title/tt33350512/
Sky High,2005,1h 40m,6.3,101K,62,"Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",https://www.imdb.com/title/tt0405325/
You're Next,2011,1h 35m,6.6,119K,66,"When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of the victims harbors a secret talent for fighting back.",https://www.imdb.com/title/tt1853739/
Ricky Stanicky,2024,1h 53m,6.2,62K,44,"When three childhood best friends pull a prank that goes wrong, they invent the imaginary Ricky Stanicky to get them out of trouble. Twenty years later, they still use the nonexistent Ricky as a handy alibi for their immature behavior.",https://www.imdb.com/title/tt1660648/
In the Heat of the Night,1967,1h 50m,7.9,91K,76,"A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case.",https://www.imdb.com/title/tt0061811/
From Russia with Love,1963,1h 55m,7.3,158K,83,James Bond willingly inserts himself into an assassination plot involving a naive Russian beauty in order to retrieve a Soviet encryption device that was stolen by the evil SPECTRE organization.,https://www.imdb.com/title/tt0057076/
Friday the 13th,2009,1h 37m,5.5,126K,34,A group of young adults visit a boarded up campsite named Crystal Lake where they soon encounter the mysterious Jason Voorhees and his deadly intentions.,https://www.imdb.com/title/tt0758746/
The Girl with the Dragon Tattoo,2009,2h 32m,7.8,230K,76,"Influential industrialist Vanger's niece Harriet disappeared under mysterious circumstances 40 years ago. As a last attempt at solving the case, he hires investigative journalist Mikael Blomkvist.",https://www.imdb.com/title/tt1132620/
Wag the Dog,1997,1h 37m,7.1,93K,74,"Shortly before an election, a spin-doctor and a Hollywood producer join efforts to fabricate a war in order to cover up a Presidential sex scandal.",https://www.imdb.com/title/tt0120885/
The Hand That Rocks the Cradle,1992,1h 50m,6.7,55K,64,"After her sex offender husband gets caught in the act and kills himself, an embittered pregnant widow loses her child, and embarks on a mission of vengeance against one of her husband's victims and the woman's family.",https://www.imdb.com/title/tt0104389/
Sorry to Bother You,2018,1h 52m,6.9,94K,78,"In an alternate present-day version of Oakland, telemarketer Cassius Green discovers a magical key to professional success, propelling him into a universe of greed.",https://www.imdb.com/title/tt5688932/
The Man Who Knew Too Much,1956,2h,7.4,76K,76,"An American doctor and his wife, a former singing star, witness a murder while vacationing in Morocco, and are drawn into a twisting plot of international intrigue when their young son is kidnapped.",https://www.imdb.com/title/tt0049470/
The Good Liar,2019,1h 49m,6.7,54K,55,Career con artist Roy Courtnay walks a treacherous tightrope as he hatches a scheme to swindle a well-to-do widow.,https://www.imdb.com/title/tt5563334/
Aniara,2018,1h 46m,6.3,15K,61,"A spaceship carrying settlers to Mars is knocked off course, causing the consumption-obsessed passengers to consider their place in the universe.",https://www.imdb.com/title/tt7589524/
Madagascar 3: Europe's Most Wanted,2012,1h 33m,6.8,217K,60,"The Madagascar animals join a struggling European circus to get back to New York, but find themselves being pursued by a psychotic animal-control officer.",https://www.imdb.com/title/tt1277953/
Clerks,1994,1h 32m,7.7,240K,70,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",https://www.imdb.com/title/tt0109445/
I Am Legend 2,N/A,N/A,N/A,N/A,N/A,"Military scientist Robert Neville seems the sole survivor in virus-ravaged New York. He's waging a fight against ""Darkseekers"", mutants resembling vampires trying to capture him as he searches for a cure.",https://www.imdb.com/title/tt18412222/
God's Own Country,2017,1h 44m,7.6,41K,85,"Spring. Yorkshire. Young farmer Johnny Saxby numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker for lambing season ignites an intense relationship that sets Johnny on a new path.",https://www.imdb.com/title/tt5635086/
Phone Booth,2002,1h 21m,7.1,301K,56,"Publicist Stuart Shepard finds himself trapped in a phone booth, pinned down by an extortionist's sniper rifle. Unable to leave or receive outside help, Stuart's negotiation with the caller leads to a jaw-dropping climax.",https://www.imdb.com/title/tt0183649/
Withnail and I,1987,1h 47m,7.5,52K,87,Two sloppy actors spend a weekend holiday at an uncle's country cottage.,https://www.imdb.com/title/tt0094336/
The Union,2024,1h 47m,5.5,58K,44,"Construction worker Mike is thrust into the world of espionage when his high school sweetheart, Roxanne, recruits him for a high-stakes intelligence mission.",https://www.imdb.com/title/tt12610390/
Videodrome,1983,1h 27m,7.2,113K,58,"A Toronto cable TV station co-owner who specializes in adult entertainment searches for the producers of a dangerous and bizarre broadcast titled ""Videodrome.""",https://www.imdb.com/title/tt0086541/
Gunless,2010,1h 29m,6.4,4.4K,N/A,A hardened American gunslinger is repeatedly thwarted in his attempts to mount a showdown in a friendly town in Canada where no one seems to understand or appreciate the brutal code of the American Wild West.,https://www.imdb.com/title/tt1376195/
Jackpot!,2024,1h 46m,5.8,34K,41,"In the near future, a 'Grand Lottery' has been newly established in California - the catch: kill the winner before sundown to legally claim their multi-billion dollar jackpot.",https://www.imdb.com/title/tt26940324/
Paterson,2016,1h 58m,7.3,95K,90,"A quiet observation of the triumphs and defeats of daily life, along with the poetry evident in its smallest details.",https://www.imdb.com/title/tt5247022/
A Hidden Life,2019,2h 54m,7.4,32K,80,"The Austrian Franz Jägerstätter, a conscientious objector, refuses to fight for the Nazis in World War II.",https://www.imdb.com/title/tt5827916/
The Woman in the Window,2021,1h 40m,5.7,90K,41,"An agoraphobic woman living alone in New York begins spying on her new neighbors, only to witness a disturbing act of violence.",https://www.imdb.com/title/tt6111574/
The Last Voyage of the Demeter,2023,1h 58m,6.1,70K,52,A crew sailing from Varna (Bulgaria) by the Black Sea to England find that they are carrying very dangerous cargo.,https://www.imdb.com/title/tt1001520/
Pale Rider,1985,1h 55m,7.3,71K,61,A mysterious preacher protects gold miners from villains.,https://www.imdb.com/title/tt0089767/
The Salt Path,N/A,1h 55m,6.6,6.8K,49,A couple lose their home and later discover the husband has been diagnosed with a terminal illness as they embark on a year long coastal trek.,https://www.imdb.com/title/tt27766440/
Outlaw King,2018,2h 1m,6.9,88K,59,A true David vs. Goliath story of how the 14th century Scottish 'Outlaw King' Robert the Bruce used cunning and bravery to defeat the much larger and better equipped occupying English army.,https://www.imdb.com/title/tt6679794/
Solace,2015,1h 41m,6.4,74K,36,Psychic John Clancy (Sir Anthony Hopkins) works with the F.B.I. in order to hunt down a serial killer.,https://www.imdb.com/title/tt1291570/
Peter Pan,2003,1h 53m,6.8,85K,64,"The Darling family children receive a visit from Peter Pan, who takes them to Never Never Land where an ongoing war with the evil Pirate Captain Hook is taking place.",https://www.imdb.com/title/tt0316396/
The Cloverfield Paradox,2018,1h 42m,5.5,121K,37,"Orbiting a planet on the brink of war, scientists test a device to solve an energy crisis, and end up face-to-face with a dark alternate reality.",https://www.imdb.com/title/tt2548396/
Chhaava,2025,2h 41m,7.3,44K,N/A,"After the death of his father, warrior-king Sambhaji Maharaj battles Mughal forces led by Aurangzeb to keep the Maratha Empire alive.",https://www.imdb.com/title/tt27922706/
How It Ends,2018,1h 53m,5.1,63K,36,"In the midst of an apocalypse, a man struggles to reach his pregnant fiancée who is thousands of miles away.",https://www.imdb.com/title/tt5246700/
Young Sherlock Holmes,1985,1h 49m,6.8,25K,65,"When assorted people start having inexplicable delusions that lead to their deaths, a teenage Sherlock Holmes decides to investigate.",https://www.imdb.com/title/tt0090357/
Ghosts of Mississippi,1996,2h 10m,6.7,14K,56,A Mississippi district attorney and the widow of Medgar Evers struggle to finally bring a white supremacist to justice for the 1963 murder of the civil rights leader.,https://www.imdb.com/title/tt0116410/
John Tucker Must Die,2006,1h 29m,5.7,93K,41,Three ex-girlfriends of a serial cheater set up their former lover to fall for the new girl in town so they can watch him get his heart broken.,https://www.imdb.com/title/tt0455967/
Agent Cody Banks,2003,1h 42m,5.2,39K,41,A government agent trains Cody Banks in the ways of covert operations that require younger participants.,https://www.imdb.com/title/tt0313911/
Resident Evil: Extinction,2007,1h 34m,6.2,215K,41,"Survivors of the Raccoon City catastrophe travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against the evil Umbrella Corp.",https://www.imdb.com/title/tt0432021/
Cleopatra,1963,5h 20m,7.0,41K,60,Queen Cleopatra VII of Egypt experiences both triumph and tragedy as she attempts to resist the imperial ambitions of Rome.,https://www.imdb.com/title/tt0056937/
Dracula Untold,2014,1h 32m,6.2,222K,40,"As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom.",https://www.imdb.com/title/tt0829150/
Last Action Hero,1993,2h 10m,6.5,174K,44,"With the help of a magic ticket, a young movie fan is transported into the fictional world of his favorite action movie character.",https://www.imdb.com/title/tt0107362/
The Captive,2014,1h 52m,5.9,38K,36,"Eight years after the disappearance of Cassandra, some disturbing incidents seem to indicate that she's still alive. Police, parents and Cassandra herself, will try to unravel the mystery of her disappearance.",https://www.imdb.com/title/tt2326612/
Miroirs No. 3,2025,1h 26m,6.6,1.8K,77,"After a car crash kills her boyfriend, piano student Laura is taken in by Betty, who witnessed the accident. Living with Betty's family brings comfort, but Laura starts questioning their intentions as time passes.",https://www.imdb.com/title/tt32247943/
Hundreds of Beavers,2022,1h 48m,7.6,17K,82,"In this 19th century, supernatural winter epic, a drunken applejack salesman must go from zero to hero and become North America's greatest fur trapper by defeating hundreds of beavers.",https://www.imdb.com/title/tt12818328/
Dawn of the Planet of the Apes,2014,2h 10m,7.6,510K,79,The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.,https://www.imdb.com/title/tt2103281/
The Edge,1997,1h 57m,7.0,85K,66,A billionaire and a fashion photographer are stranded in the Alaskan wilderness with a killer bear on their trail.,https://www.imdb.com/title/tt0119051/
Confessions of a Dangerous Mind,2002,1h 53m,7.0,95K,67,"An adaptation of the cult memoir of game show impresario Chuck Barris (Sam Rockwell), in which he purports to have been a C.I.A. hitman.",https://www.imdb.com/title/tt0270288/
Little Women,1994,1h 55m,7.3,69K,87,"Jo struggles for independence and sometimes clashes with her beloved mother and sisters Meg, Amy and Beth. She also contends with their cranky Aunt March, their impulsive neighbor Laurie and kindly linguistics professor Friedrich Bhaer.",https://www.imdb.com/title/tt0110367/
Death Race,2008,1h 45m,6.4,228K,43,Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.,https://www.imdb.com/title/tt0452608/
Paddington in Peru,2024,1h 46m,6.6,35K,65,"Paddington returns to Peru to visit his beloved Aunt Lucy, who now resides at the Home for Retired Bears. With the Brown family in tow, a thrilling adventure ensues when a mystery plunges them into an unexpected journey.",https://www.imdb.com/title/tt5822536/
Shortbus,2006,1h 41m,6.3,37K,64,"A group of New Yorkers caught up in their romantic-sexual milieu converge at an underground salon infamous for its blend of art, music, politics, and carnality.",https://www.imdb.com/title/tt0367027/
Red Dawn,1984,1h 54m,6.3,69K,53,"It is the dawn of World War III. In the western mountains of America, a group of teenagers band together to defend their town, and their country, from invading Soviet forces.",https://www.imdb.com/title/tt0087985/
Lorne,N/A,1h 40m,N/A,N/A,N/A,"Lorne Michaels, creator of Saturday Night Live (1975), offers unprecedented access to the man who built and sustained the institution for five decades.",https://www.imdb.com/title/tt39847629/
Havoc,2005,1h 25m,5.4,22K,N/A,Two affluent suburban girls clash with the Latino gang culture of East Los Angeles.,https://www.imdb.com/title/tt0285175/
Outbreak,1995,2h 7m,6.6,145K,64,A team of Army doctors struggle to find a cure for the deadly Motaba virus that was transported from Africa to North America by a white-headed Capuchin monkey and is now spreading quickly throughout a small California town.,https://www.imdb.com/title/tt0114069/
The Night of the Hunter,1955,1h 32m,8.0,107K,97,"A self-proclaimed preacher marries a gullible widow whose young children are reluctant to tell him where their real dad hid the $10,000 he'd stolen in a robbery.",https://www.imdb.com/title/tt0048424/
K.G.F: Chapter 2,2022,2h 46m,8.2,169K,N/A,"In the blood-soaked Kolar Gold Fields, Rocky's name strikes fear into his foes, while the government sees him as a threat to law and order. Rocky must battle threats from all sides for unchallenged supremacy.",https://www.imdb.com/title/tt10698680/
White Boy Rick,2018,1h 51m,6.5,49K,59,"The story of teenager Richard Wershe Jr., who became an undercover informant for the FBI during the 1980s and was ultimately arrested for drug-trafficking and sentenced to life in prison.",https://www.imdb.com/title/tt4537896/
Big Girls Don't Cry,2026,1h 40m,6.0,68,N/A,"Rural New Zealand, 2006. Over one transformative summer, 14 year-old Sid Bookman discovers desire, identity and the internet, as she imitates the people she longs to be loved by.",https://www.imdb.com/title/tt36867663/
Happily,2021,1h 36m,5.3,4.9K,58,"A dark romantic comedy. Tom and Janet have been happily married for years. But a visit from a mysterious stranger leads to a dead body, a lot of questions, and a tense couples' trip with friends who may not actually be friends at all.",https://www.imdb.com/title/tt9849004/
How to Rob a Bank,N/A,N/A,N/A,N/A,N/A,"Bank robbers are posting their heists on social media, causing police to chase them.",https://www.imdb.com/title/tt35866986/
Virgin Territory,2007,1h 37m,4.7,10K,N/A,Young Florentines take refuge from the black plague and engage in bawdy adventures and lusty exchanges.,https://www.imdb.com/title/tt0437954/
42,2013,2h 8m,7.5,108K,62,"In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process.",https://www.imdb.com/title/tt0453562/
Pi,1998,1h 24m,7.3,193K,72,A paranoid mathematician searches for a key number that will unlock the universal patterns found in nature.,https://www.imdb.com/title/tt0138704/
Parenthood,1989,2h 4m,7.1,59K,82,Four Buckman siblings attempt to raise their children - each in their own different style - and deal with the joys and sorrows that the process brings.,https://www.imdb.com/title/tt0098067/
The Jungle Book,1967,1h 18m,7.6,213K,65,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.,https://www.imdb.com/title/tt0061852/
A Gorilla Story: Told by David Attenborough,N/A,N/A,N/A,N/A,N/A,"David Attenborough tells the remarkable story of his first encounter with the baby gorilla Pablo, how that gorilla grew up to be a top Silverback and how Pablo's direct descendants are doing today.",https://www.imdb.com/title/tt39314348/
The Killing Fields,1984,2h 21m,7.8,64K,76,A journalist is trapped in Cambodia during Pol Pot's bloody Year Zero cleansing campaign.,https://www.imdb.com/title/tt0087553/
"Blood In, Blood Out",1993,3h,7.9,38K,47,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.",https://www.imdb.com/title/tt0106469/
The Outlaw Josey Wales,1976,2h 15m,7.8,86K,69,A Missouri farmer hunts down brutal Union soldiers.,https://www.imdb.com/title/tt0075029/
Swingers,1996,1h 36m,7.2,92K,71,"A wannabe actor has a hard time moving on from a break-up, but he is lucky to have supportive friends.",https://www.imdb.com/title/tt0117802/
The Chronicles of Narnia: Prince Caspian,2008,2h 30m,6.5,239K,62,"The Pevensie siblings return to Narnia, where they are enlisted to help ward off an evil king and restore the rightful heir to the land's throne, Prince Caspian.",https://www.imdb.com/title/tt0499448/
Final Destination 3,2006,1h 33m,5.9,184K,43,Wendy Christensen and a group of teens who escaped a fatal roller-coaster crash face a bloody date with Death.,https://www.imdb.com/title/tt0414982/
Elite Squad,2007,1h 55m,8.0,119K,33,"In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits.",https://www.imdb.com/title/tt0861739/
Yojimbo,1961,1h 50m,8.2,143K,93,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,https://www.imdb.com/title/tt0055630/
Eurovision Song Contest: The Story of Fire Saga,2020,2h 3m,6.5,109K,50,"When aspiring musicians Lars and Sigrit are given the opportunity to represent their country at the world's biggest song competition, they finally have a chance to prove that any dream worth having is a dream worth fighting for.",https://www.imdb.com/title/tt8580274/
The Best Years of Our Lives,1946,2h 50m,8.1,77K,93,Three WWII veterans return home forever changed and find it difficult to adjust to their new realities.,https://www.imdb.com/title/tt0036868/
The Adventures of Tintin,2011,1h 47m,7.3,254K,68,Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.,https://www.imdb.com/title/tt0983193/
Emilia Pérez,2024,2h 12m,5.3,113K,70,"It follows three remarkable women in Mexico, each pursuing their own happiness. Cartel leader Emilia enlists unappreciated lawyer Rita to help fake her death so that she can finally live authentically as her true self.",https://www.imdb.com/title/tt20221436/
Brick,2005,1h 50m,7.1,114K,72,A teenage loner pushes his way into the underworld of a high school crime ring to investigate the disappearance of his ex-girlfriend.,https://www.imdb.com/title/tt0393109/
Calle Málaga,2025,1h 56m,7.1,887,73,"An aging Spanish woman in Tangier resists her daughter's decision to sell her home. Determined to stay, she does everything she can to keep her place and reclaim the belongings of a lifetime. Along the way, she rediscovers love and desire.",https://www.imdb.com/title/tt32429174/
The Grapes of Wrath,1940,2h 9m,8.1,108K,96,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.",https://www.imdb.com/title/tt0032551/
Hustlers,2019,1h 50m,6.3,113K,79,"Inspired by the viral New York Magazine article, ""Hustlers"" follows a crew of savvy former strip-club employees who band together to turn the tables on their Wall Street clients.",https://www.imdb.com/title/tt5503686/
Becky,2020,1h 33m,6.1,31K,54,A teenager's weekend at a lake house with her father takes a turn for the worse when a group of convicts wreaks havoc on their lives.,https://www.imdb.com/title/tt10314450/
The Lost City of Z,2016,2h 21m,6.6,106K,78,"A true-life drama, centering on British explorer Major Percival Fawcett, who disappeared whilst searching for a mysterious city in the Amazon in the 1920s.",https://www.imdb.com/title/tt1212428/
9½ Weeks,1986,1h 57m,5.9,47K,50,A New York art gallery curator starts a torrid love affair with a suave stranger who keeps pushing her boundaries.,https://www.imdb.com/title/tt0091635/
This Boy's Life,1993,1h 55m,7.3,63K,60,"The story about the relationship between a rebellious 1950s teenager and his abusive stepfather, based on the memoirs of writer and literature Professor Tobias Wolff.",https://www.imdb.com/title/tt0108330/
The Boss Baby,2017,1h 37m,6.3,157K,50,"A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.",https://www.imdb.com/title/tt3874544/
Going in Style,2017,1h 36m,6.6,99K,50,"Desperate to pay their bills and support their loved ones, lifelong pals Willy Davis, Albert Gardner, and Joe Harding risk it all by robbing the bank that absconded with the pension money that they earned from working there for years.",https://www.imdb.com/title/tt2568862/
Drive My Car,2021,2h 59m,7.5,76K,91,A renowned stage actor and director learns to cope with a big personal loss when he receives an offer to direct a production of Uncle Vanya in Hiroshima.,https://www.imdb.com/title/tt14039582/
Cube,1997,1h 30m,7.1,261K,61,A group of strangers awaken to find themselves placed in a giant cube. Each one of them is gifted with a special skill and they must work together to escape an endless maze of deadly traps.,https://www.imdb.com/title/tt0123755/
Chocolat,2000,2h 1m,7.2,210K,64,"Single mother Vianne Rocher and her young daughter arrive in a rural French town in the winter of 1959, and open an unusual chocolate shop that disrupts the moral fiber of the strictly Catholic townsfolk and mayor.",https://www.imdb.com/title/tt0241303/
Home Alone 2: Lost in New York,1992,2h,6.9,455K,46,"Kevin is separated from his family again when he accidentally boards a flight to New York City during a Christmas trip to Miami. However he crosses paths with the same burglars, who now plan to rob a toy store on Christmas Eve.",https://www.imdb.com/title/tt0104431/
Hard Eight,1996,1h 41m,7.1,61K,78,"A stranger mentors a young, troubled Reno gambler.",https://www.imdb.com/title/tt0119256/
Brimstone,2016,2h 28m,7.0,49K,45,"From the moment the new Reverend climbs the pulpit, Liz knows that she and her family are in great danger.",https://www.imdb.com/title/tt1895315/
Sherlock Holmes 3,N/A,N/A,N/A,N/A,N/A,The plot is unknown at this time.,https://www.imdb.com/title/tt2094116/
Porky's,1981,1h 34m,6.2,49K,40,"In 1954, a group of Florida high school guys vow revenge after being harassed by a sleazy nightclub owner and his redneck sheriff brother.",https://www.imdb.com/title/tt0084522/
Sketch,2024,1h 33m,6.6,6K,78,"When a young girl's sketchbook falls into a strange pond, her drawings come to life-chaotic, real and on the loose. As the town descends into chaos, her family must reunite and stop the monsters they never meant to unleash.",https://www.imdb.com/title/tt26238710/
Billy Elliot,2000,1h 50m,7.7,152K,74,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,https://www.imdb.com/title/tt0249462/
Arlington Road,1999,1h 57m,7.2,98K,65,A man begins to suspect his neighbors are not what they appear to be and their secrets could be deadly.,https://www.imdb.com/title/tt0137363/
Dick Tracy,1990,1h 45m,6.2,70K,68,The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.,https://www.imdb.com/title/tt0099422/
Shrek Forever After,2010,1h 33m,6.3,245K,58,Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpelstiltskin rules supreme.,https://www.imdb.com/title/tt0892791/
Angel Has Fallen,2019,2h 1m,6.4,122K,45,"Mike Banning is framed for the attempted assassination of the President, and now must evade his own agency, and the FBI, as he tries to uncover the real threat.",https://www.imdb.com/title/tt6189022/
My Name Is Nobody,1973,1h 56m,7.3,32K,68,"A young, easy-going gunman worships and competes with a famed gunfighter, insisting that he must face down a gang of 150 outlaws before he can retire.",https://www.imdb.com/title/tt0070215/
Sunlight,2024,1h 36m,6.7,579,67,"A hilariously dark and unconventional love story, following two people on the edge of life who find purpose and romance through an unlikely connection, escaping the darkness in search of some sunlight.",https://www.imdb.com/title/tt27562986/
